longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-122.27,37.82,52.0,7.396948602621014,6.124683390894205,7.0587581525186645,5.993961427306569,0.8098184873636383,11.554077005184336,0.0,0.0,0.0,1.0,0.0
-122.28,37.82,52.0,7.065613363597717,5.4638318050256105,6.553933404025811,5.455321115357702,0.9592735900460094,11.37940550085183,0.0,0.0,0.0,1.0,0.0
-122.28,37.82,52.0,6.852242569051878,5.497168225293202,6.3578422665081,5.3981627015177525,0.8801660211555223,11.32781201446548,0.0,0.0,0.0,1.0,0.0
-122.28,37.82,52.0,7.122059881629142,5.666426688112432,6.434546518787453,5.560681631015528,0.9185681366181956,11.37940550085183,0.0,0.0,0.0,1.0,0.0
-122.28,37.82,52.0,7.306531398939505,5.817111159963204,6.591673732008658,5.501258210544727,0.5972968549031112,11.353941456740479,0.0,0.0,0.0,1.0,0.0
-122.28,37.82,52.0,7.23561914106675,5.834810737062605,6.980075940561763,5.720311776607412,0.7962000356160275,11.293537353157436,0.0,0.0,0.0,1.0,0.0
-122.29,37.82,2.0,5.0689042022202315,3.784189633918261,4.553876891600541,4.060443010546419,1.270462545594769,11.002116507732017,0.0,0.0,0.0,1.0,0.0
-122.29,37.83,52.0,7.022868086082641,5.356586274672012,6.318968113746434,5.236441962829949,1.479989601247184,11.234546649377918,0.0,0.0,0.0,1.0,0.0
-122.29,37.82,49.0,4.912654885736052,3.4011973816621555,4.465908118654584,3.1780538303479458,1.962668932870268,11.225256725762893,0.0,0.0,0.0,1.0,0.0
-122.29,37.81,50.0,6.634633357861686,5.25227342804663,5.934894195619588,4.812184355372417,0.6424326660154439,11.363276304750233,0.0,0.0,0.0,1.0,0.0
-122.3,37.81,52.0,7.110696122978827,5.472270673671475,6.257667587882639,5.075173815233827,0.7843580606133294,11.239816684367907,0.0,0.0,0.0,1.0,0.0
-122.3,37.81,48.0,6.720220155135295,5.209486152841421,5.973809611869261,4.897839799950911,1.2792101385102164,11.205054290550551,0.0,0.0,0.0,1.0,0.0
-122.3,37.81,52.0,6.918695219020472,5.3471075307174685,6.405228458030842,5.236441962829949,0.7732052727305244,11.269591961359195,0.0,0.0,0.0,1.0,0.0
-122.3,37.81,48.0,7.283448228756631,5.872117789475416,6.670766320845874,5.808142489980444,0.590892946521189,11.34333452885509,0.0,0.0,0.0,1.0,0.0
-122.29,37.8,52.0,6.93537044601511,5.501258210544727,6.20050917404269,4.997212273764115,1.2835415535450607,11.305913595583258,0.0,0.0,0.0,1.0,0.0
-122.3,37.81,52.0,6.35088571671474,4.700480365792417,5.616771097666572,4.418840607796598,1.0478802402613363,11.350418300109132,0.0,0.0,0.0,1.0,0.0
-122.29,37.81,46.0,7.938088726896952,6.4692503167957724,7.508787170634276,6.416732282512326,0.6831978497062772,11.769124610238766,0.0,0.0,0.0,1.0,0.0
-122.29,37.81,26.0,6.645090969505644,5.030437921392435,5.973809611869261,4.852030263919617,1.019533005640862,11.320565693461432,0.0,0.0,0.0,1.0,0.0
-122.29,37.81,46.0,6.841615476477592,5.697093486505405,6.368187186350492,5.627621113690637,0.5473118323364008,11.46374572492597,0.0,0.0,0.0,1.0,0.0
-122.29,37.81,49.0,6.739336627357174,5.3230099791384085,6.329720905522696,5.030437921392435,1.0116009116784799,11.225256725762893,0.0,0.0,0.0,1.0,0.0
-122.29,37.81,46.0,2.5649493574615367,1.6094379124341003,2.9444389791664403,2.0794415416798357,0.40539843921917673,11.119897691565697,0.0,0.0,0.0,1.0,0.0
-122.29,37.81,20.0,6.728628613084702,5.087596335232384,5.673323267171493,4.897839799950911,1.2478939913838643,11.83138646878959,0.0,0.0,0.0,1.0,0.0
-122.28,37.81,17.0,7.121252453244542,6.137727054086234,6.637258031284457,6.0867747269123065,0.6544583259448337,12.086731521684555,0.0,0.0,0.0,1.0,0.0
-122.28,37.81,36.0,7.977625098784593,6.333279628139691,7.1204443723924875,6.234410725718371,1.2373302079799324,11.533717798424087,0.0,0.0,0.0,1.0,0.0
-122.28,37.81,19.0,7.0967213784947605,5.497168225293202,6.582025138892826,5.337538079701318,0.7472091386584758,11.592669666556795,0.0,0.0,0.0,1.0,0.0
-122.29,37.81,23.0,7.465082736399547,5.926926025970411,6.961296045910167,5.786897381366708,0.5892300671401723,11.630717389475995,0.0,0.0,0.0,1.0,0.0
-122.28,37.8,38.0,6.529418838262226,5.176149732573829,5.84354441703136,5.049856007249537,1.102405086906806,11.785247676408115,0.0,0.0,0.0,1.0,0.0
-122.28,37.81,17.0,6.829793737512425,5.66988092298052,6.413458957167357,5.66988092298052,0.9162907318741551,11.998439434579149,0.0,0.0,0.0,1.0,0.0
-122.27,37.81,52.0,5.351858133476067,4.04305126783455,5.214935757608986,4.04305126783455,0.7732052727305244,11.630717389475995,0.0,0.0,0.0,1.0,0.0
-122.28,37.81,52.0,5.831882477283517,4.584967478670572,5.303304908059076,4.477336814478207,0.9245763114609278,11.630717389475995,0.0,0.0,0.0,1.0,0.0
-122.28,37.81,52.0,5.958424693029782,5.10594547390058,5.849324779946859,5.049856007249537,0.5919446750507827,11.83138646878959,0.0,0.0,0.0,1.0,0.0
-122.28,37.81,35.0,6.855408798609928,5.220355825078324,6.148468295917647,5.135798437050262,1.0327573458720853,11.685205103383671,0.0,0.0,0.0,1.0,0.0
-122.28,37.81,52.0,6.651571873589727,4.969813299576001,5.934894195619588,4.7535901911063645,1.2262136332618314,11.494771677590096,0.0,0.0,0.0,1.0,0.0
-122.27,37.81,40.0,6.78105762593618,6.113682179832232,6.368187186350492,5.942799375126701,0.6815805441884798,11.685205103383671,0.0,0.0,0.0,1.0,0.0
-122.27,37.81,10.0,6.775366090936392,5.855071922202427,6.304448802421981,5.802118375377063,0.5653138090500605,11.998439434579149,0.0,0.0,0.0,1.0,0.0
-122.27,37.8,10.0,4.663439094112067,3.7612001156935624,4.836281906951478,3.6888794541139363,0.6791496709160917,11.83138646878959,0.0,0.0,0.0,1.0,0.0
-122.27,37.8,52.0,5.521460917862246,4.3694478524670215,5.983936280687191,4.454347296253507,0.8079925722289861,13.086556909078165,0.0,0.0,0.0,1.0,0.0
-122.27,37.8,16.0,6.902742737158593,5.973809611869261,6.68586094706836,5.8944028342648505,1.1294001088204275,11.998439434579149,0.0,0.0,0.0,1.0,0.0
-122.28,37.8,52.0,5.375278407684165,4.477336814478207,6.807934943699926,4.48863636973214,0.6242257350935235,11.83138646878959,0.0,0.0,0.0,1.0,0.0
-122.28,37.8,52.0,4.574710978503383,3.4657359027997265,5.2574953720277815,3.5553480614894135,0.5596157879354227,11.998439434579149,0.0,0.0,0.0,1.0,0.0
-122.27,37.79,27.0,6.962243464266207,5.8522024797744745,6.577861357721047,5.713732805509369,1.2907191461968615,12.141539457711714,0.0,0.0,0.0,1.0,0.0
-122.27,37.8,39.0,7.447751280047908,6.436150368369428,7.191429330036379,6.148468295917647,1.046511650922738,12.09626335986454,0.0,0.0,0.0,1.0,0.0
-122.26,37.8,36.0,8.58110651715989,7.065720104271352,8.049746290952191,6.997138840116823,1.101807179564629,11.775297421715827,0.0,0.0,0.0,1.0,0.0
-122.26,37.82,31.0,8.433159195806228,7.065720104271352,7.6251071482389,6.997138840116823,1.3440390482227769,12.121608929585332,0.0,0.0,0.0,1.0,0.0
-122.26,37.81,29.0,5.817111159963204,4.68213122712422,5.313205979041787,4.5217885770490405,1.1006768227169887,11.736077016252437,0.0,0.0,0.0,1.0,0.0
-122.26,37.82,22.0,8.211482916445066,7.065720104271352,7.613324979540639,6.997138840116823,0.796831291836827,12.04355959836804,0.0,0.0,0.0,1.0,0.0
-122.26,37.82,37.0,8.198089248956116,6.990256500493881,7.516977224604321,6.8885724595653635,1.2838185695306543,12.1709686470671,0.0,0.0,0.0,1.0,0.0
-122.25,37.81,29.0,8.446126742982377,7.065720104271352,7.742835955430749,6.997138840116823,1.2502455166566147,12.459943248455652,0.0,0.0,0.0,1.0,0.0
-122.25,37.81,28.0,8.64811179868793,7.065720104271352,7.849323818040561,6.997138840116823,1.4392899557718344,12.518694860909774,0.0,0.0,0.0,1.0,0.0
-122.25,37.81,39.0,6.75110146893676,5.493061443340548,5.966146739123692,5.43372200355424,1.4170660197866443,12.377927112974284,0.0,0.0,0.0,1.0,0.0
-122.25,37.81,52.0,7.6760099320288875,6.553933404025811,6.79794041297493,6.419994928147142,1.2752231258541027,12.765691290604371,0.0,0.0,0.0,1.0,0.0
-122.26,37.81,34.0,8.64811179868793,7.065720104271352,7.897296472595885,6.997138840116823,1.3456286043938757,12.723976161813853,0.0,0.0,0.0,1.0,0.0
-122.24,37.82,52.0,7.31986492980897,5.420534999272286,6.51471269087253,5.501258210544727,1.7801253883296873,12.655238799709434,0.0,0.0,0.0,1.0,0.0
-122.24,37.81,52.0,7.614312146452,6.180016653652572,6.565264970035361,6.124683390894205,1.4522459459125934,12.500609917318906,0.0,0.0,0.0,1.0,0.0
-122.25,37.81,52.0,7.472500744737558,6.133398042996649,6.532334292222349,6.0473721790462776,1.427700185178509,12.466130405907165,0.0,0.0,0.0,1.0,0.0
-122.24,37.82,52.0,8.155362120328135,6.62273632394984,7.275864600546533,6.577861357721047,1.589235205116581,12.52707222413625,0.0,0.0,0.0,1.0,0.0
-122.25,37.82,28.0,8.11312710422178,6.752270376141742,7.327123292259293,6.688354713946762,1.5905200935794552,12.323860125621126,0.0,0.0,0.0,1.0,0.0
-122.25,37.82,52.0,7.261927092702751,5.66988092298052,6.311734809152915,5.537334267018537,1.8069271889089857,12.47801017053037,0.0,0.0,0.0,1.0,0.0
-122.25,37.82,32.0,8.245384468120747,7.002155954403621,7.499423290592229,6.930494765951626,1.292780067745746,12.294545870166347,0.0,0.0,0.0,1.0,0.0
-122.25,37.82,26.0,8.283999304248526,7.065720104271352,7.4673710669175595,6.997138840116823,1.392102461402867,12.449022745701502,0.0,0.0,0.0,1.0,0.0
-122.25,37.83,52.0,7.773594467360194,6.327936783729195,6.84587987526405,6.253828811575473,1.4227227177334423,12.319852122072682,0.0,0.0,0.0,1.0,0.0
-122.25,37.83,35.0,7.3864708488298945,6.061456918928017,6.516193076042964,6.0473721790462776,1.4978804575719085,12.40123227382928,0.0,0.0,0.0,1.0,0.0
-122.25,37.83,52.0,7.154615356913663,5.662960480135946,6.282266746896006,5.676753802268282,1.4213960257052396,12.352771342460947,0.0,0.0,0.0,1.0,0.0
-122.25,37.83,28.0,8.521782643750045,7.065720104271352,7.847371836159788,6.997138840116823,1.230634209279427,12.294545870166347,0.0,0.0,0.0,1.0,0.0
-122.25,37.83,52.0,8.340694647925071,7.00850518208228,7.488293515159428,6.945051063725834,1.4084716177312429,12.363507925148648,0.0,0.0,0.0,1.0,0.0
-122.23,37.84,50.0,7.830425617820331,5.991464547107982,6.878326468291325,5.924255797414532,1.925649130999855,12.699551683459445,0.0,0.0,0.0,1.0,0.0
-122.23,37.84,47.0,8.063377822367027,6.12029741895095,7.002155954403621,6.186208623900494,1.8384521972200374,12.758810549239202,0.0,0.0,0.0,1.0,0.0
-122.24,37.83,41.0,7.854381210652365,6.008813185442595,6.678342114654332,5.932245187448011,1.9396045964920368,12.810664530598725,0.0,0.0,0.0,1.0,0.0
-122.24,37.85,37.0,5.814130531825066,4.007333185232471,4.59511985013459,3.871201010907891,1.7857916974482635,12.721888795877375,0.0,0.0,0.0,1.0,0.0
-122.23,37.85,52.0,7.937731775260109,6.021023349349527,6.967909201801884,6.0014148779611505,1.9938019506342106,12.830943661992771,0.0,0.0,0.0,1.0,0.0
-122.24,37.84,52.0,8.169053149927343,6.354370040797351,7.071573364211532,6.320768294250582,1.8208812828000736,12.87262171168374,0.0,0.0,0.0,1.0,0.0
-122.24,37.85,52.0,7.868254265520613,5.902633333401366,6.804614520062624,5.908082938168931,2.108441935613293,12.876721117631158,0.0,0.0,0.0,1.0,0.0
-122.22,37.85,28.0,8.573195381531523,6.955592608396297,7.616775808698373,6.863803391452954,1.86516481364433,12.72873098576518,0.0,0.0,0.0,1.0,0.0
-122.22,37.84,50.0,7.984803389734406,6.161207321695077,6.939253946041508,6.173786103901937,2.1400661634962708,12.595411759236592,0.0,0.0,0.0,1.0,0.0
-122.21,37.84,44.0,8.138856750696325,6.393590753950631,7.214504414151143,6.393590753950631,1.9486777442994738,12.585539372236147,0.0,0.0,0.0,1.0,0.0
-122.21,37.83,40.0,8.515591910049263,6.51471269087253,7.388327859577107,6.484635235635252,2.1464457704603097,12.927566729229966,0.0,0.0,0.0,1.0,0.0
-122.2,37.84,30.0,7.701652362642226,5.849324779946859,6.739336627357174,5.840641657373398,1.9553794590030928,12.649157827477366,0.0,0.0,0.0,1.0,0.0
-122.21,37.84,34.0,8.019283792916793,6.19644412779452,7.039660349862076,6.208590026096629,2.0862681870221134,12.694348933246843,0.0,0.0,0.0,1.0,0.0
-122.19,37.84,18.0,7.388946097618437,5.351858133476067,6.280395838960195,5.272999558563747,2.198670753341645,12.880549107943006,0.0,0.0,0.0,1.0,0.0
-122.2,37.84,35.0,7.960672608388117,6.133398042996649,6.9782137426306985,6.095824562432225,2.1386769637108065,12.673889510548893,0.0,0.0,0.0,1.0,0.0
-122.21,37.83,34.0,8.53030683056162,6.670766320845874,7.395107546562485,6.642486801367256,2.0665589158488222,12.71680126459136,0.0,0.0,0.0,1.0,0.0
-122.19,37.83,28.0,7.190676034332207,5.220355825078324,6.139884552226255,5.25227342804663,2.198670753341645,12.722485630879172,0.0,0.0,0.0,1.0,0.0
-122.2,37.83,26.0,7.371489295214277,5.4116460518550396,6.297109319933935,5.356586274672012,2.198670753341645,12.769113988119456,0.0,0.0,0.0,1.0,0.0
-122.19,37.83,29.0,7.491087593534876,5.605802066295998,6.495265555937008,5.598421958998375,2.060997491100239,12.818283594342818,0.0,0.0,0.0,1.0,0.0
-122.19,37.82,32.0,7.515344571180436,5.579729825986222,6.455198563340122,5.575949103146316,2.198670753341645,12.81011808399072,0.0,0.0,0.0,1.0,0.0
-122.2,37.82,37.0,7.114769448366463,5.204006687076795,6.042632833682381,5.176149732573829,2.081626652585173,12.812302081080515,0.0,0.0,0.0,1.0,0.0
-122.2,37.82,39.0,8.235095497258357,6.282266746896006,7.143617602704121,6.2166061010848646,1.992002800655932,12.801609753558902,0.0,0.0,0.0,1.0,0.0
-122.18,37.81,30.0,5.680172609017068,3.6635616461296463,4.844187086458591,3.970291913552122,1.99638596654251,13.086556909078165,0.0,0.0,0.0,1.0,0.0
-122.21,37.82,52.0,7.773173680482536,5.811140992976701,6.70196036600254,5.860786223465865,2.086280601902589,12.711084401471556,0.0,0.0,0.0,1.0,0.0
-122.2,37.81,45.0,7.994632311431825,6.07993319509559,6.97354301952014,6.056784013228625,2.05221165041862,12.686957484108422,0.0,0.0,0.0,1.0,0.0
-122.21,37.8,50.0,7.949444420250626,6.406879986069314,7.13966033596492,6.315358001522335,1.3591543811676512,12.286273802188468,0.0,0.0,0.0,1.0,0.0
-122.21,37.8,38.0,7.720905251936779,6.284134161070802,6.858565034791365,6.1903154058531475,1.406391062819013,12.359227115018937,0.0,0.0,0.0,1.0,0.0
-122.21,37.81,52.0,7.237059026124737,5.3612921657094255,6.236369590203704,5.41610040220442,1.8310122331497563,12.59946854621754,0.0,0.0,0.0,1.0,0.0
-122.22,37.81,52.0,7.586803535162581,5.817111159963204,6.641182169740591,5.733341276897746,2.0177921762429585,12.519791548657462,0.0,0.0,0.0,1.0,0.0
-122.22,37.8,52.0,7.688913336864796,6.144185634125646,7.029972911706386,6.133398042996649,1.4500200520004354,12.33578864378571,0.0,0.0,0.0,1.0,0.0
-122.22,37.8,52.0,7.734996194022781,6.142037405587356,6.97914527506881,6.091309882077698,1.3937167469355287,12.20407565286699,0.0,0.0,0.0,1.0,0.0
-122.22,37.8,52.0,7.909122183211411,6.295266001439646,7.078341579557671,6.246106765481563,1.7124997882424229,12.38756469170864,0.0,0.0,0.0,1.0,0.0
-122.22,37.81,52.0,7.613324979540639,5.8289456176102075,6.6293632534374485,5.831882477283517,1.6237352171349249,12.506551242106323,0.0,0.0,0.0,1.0,0.0
-122.22,37.81,52.0,7.987864096085687,6.285998094508865,6.942156705699469,6.257667587882639,1.8485965351449938,12.618516677531483,0.0,0.0,0.0,1.0,0.0
-122.23,37.8,52.0,7.617759576608505,6.18826412308259,6.669498089857879,6.131226489483141,1.4255871870575978,12.504327379899443,0.0,0.0,0.0,1.0,0.0
-122.23,37.81,52.0,7.2682230211595655,5.438079308923196,6.418364935936212,5.365976015021851,1.7528107190894804,12.659378260676938,0.0,0.0,0.0,1.0,0.0
-122.22,37.81,52.0,7.982074875081202,5.998936561946683,6.92951677076365,5.942799375126701,2.198670753341645,12.874160958936733,0.0,0.0,0.0,1.0,0.0
-122.23,37.81,52.0,7.7475968386928855,5.680172609017068,6.759255270663693,5.556828061699537,2.198670753341645,12.924646315668351,0.0,0.0,0.0,1.0,0.0
-122.24,37.81,52.0,7.818430272070656,5.749392985908253,6.860663671448287,5.793013608384144,2.061672096068259,12.772525010724586,0.0,0.0,0.0,1.0,0.0
-122.24,37.81,52.0,7.307202314764738,5.476463551931511,6.453624998892692,5.54907608489522,1.9502151549200277,12.568285725643538,0.0,0.0,0.0,1.0,0.0
-122.23,37.81,52.0,7.942717540573791,5.902633333401366,6.778784897685177,5.8664680569332965,2.1410068973379905,12.761970100454297,0.0,0.0,0.0,1.0,0.0
-122.24,37.81,52.0,7.646831391430482,6.311734809152915,6.823286122355687,6.182084906716632,1.3211423184831543,12.40410759774362,0.0,0.0,0.0,1.0,0.0
-122.24,37.8,52.0,6.790097235513905,5.1298987149230735,5.8888779583328805,5.170483995038151,1.1613992767668744,12.261985005589679,0.0,0.0,0.0,1.0,0.0
-122.25,37.8,52.0,7.643961949002529,6.236369590203704,7.088408778675395,6.192362489474872,1.3900124404883014,12.294088101596984,0.0,0.0,0.0,1.0,0.0
-122.24,37.81,52.0,7.829630389150193,6.220590170099739,6.955592608396297,6.251903883165888,1.5422291627406504,12.505810504075185,0.0,0.0,0.0,1.0,0.0
-122.25,37.81,46.0,8.081165777725433,6.728628613084702,7.2254814727822945,6.617402977974478,1.441019260809137,12.295917919903431,0.0,0.0,0.0,1.0,0.0
-122.25,37.8,42.0,8.323851131338817,6.97166860472579,7.447751280047908,6.923628628138427,1.3697838089929009,12.323860125621126,0.0,0.0,0.0,1.0,0.0
-122.25,37.8,43.0,7.768533300926033,6.675823221634848,7.215239978730097,6.583409222158765,1.1451459405736646,12.429220196836383,0.0,0.0,0.0,1.0,0.0
-122.25,37.8,41.0,7.294377299288821,6.152732694704104,6.968850378341948,6.025865973825314,0.9601544955205426,12.051761119434515,0.0,0.0,0.0,1.0,0.0
